HPI rank,Country,ISO,,Continent,Population (thousands),Life Expectancy (years),Ladder of life (Wellbeing) (0-10),Ecological Footprint (g ha),HPI,"Biocapacity for year 
(g ha)",GDP per capita ($)
124,Tanzania,TZA,2019TZA,5,58005.5,65.5,3.64,1.09,37.0,1.56,2660
80,Tanzania,TZA,2020TZA,5,59734.2,66.0,3.79,1.06,38.4,1.55,..
9,Thailand,THA,2015THA,8,68714.519,76.1,6.201762676,2.442232465,54.87633155,1.61,16301.53809
15,Thailand,THA,2016THA,8,68971.313,76.4,6.07363987,2.483871661,53.9310042,1.6,16797.7721
25,Thailand,THA,2017THA,8,69209.817,76.7,5.938895226,2.577403902,52.70447747,1.6,17420.56515
22,Thailand,THA,2018THA,8,69428.454,76.9,6.011561871,2.624175811,52.86786519,1.57,18086.50771
28,Thailand,THA,2019THA,8,69625.6,77.2,6.02,2.66,52.9,1.56,18460
18,Thailand,THA,2020THA,8,69800.0,77.5,5.88,2.52,53.0,1.55,..
123,Togo,TGO,2015TGO,5,7323.162,59.9,3.768301964,1.078348985,34.23152633,1.61,1447.229049
119,Togo,TGO,2016TGO,5,7509.952,60.2,3.878578424,1.05384781,35.20649964,1.6,1489.683845
116,Togo,TGO,2017TGO,5,7698.476,60.5,4.360805035,1.089000526,38.29398876,1.6,1516.526046
123,Togo,TGO,2018TGO,5,7889.095,60.8,4.022894859,1.092480553,36.22690094,1.57,1552.858562
123,Togo,TGO,2019TGO,5,8082.4,61.0,4.18,1.09,37.3,1.56,1597
,Togo,TGO,2020TGO,5,8278.7,61.2,,,,1.55,..
,Trinidad and Tobago,TTO,2015TTO,1,1370.332,72.9,,7.110527688,,1.61,29182.57065
,Trinidad and Tobago,TTO,2016TTO,1,1377.563,73.1,,7.821044834,,1.6,27201.46855
140,Trinidad and Tobago,TTO,2017TTO,1,1384.06,73.2,6.191859722,8.227159701,31.66247324,1.6,26447.59327
,Trinidad and Tobago,TTO,2018TTO,1,1389.841,73.4,,8.196677454,,1.57,26272.9084
144,Trinidad and Tobago,TTO,2019TTO,1,1395.0,73.5,6.19,8.24,31.6,1.56,26176
,Trinidad and Tobago,TTO,2020TTO,1,1399.5,73.4,,,,1.55,..
36,Tunisia,TUN,2015TUN,4,11179.951,75.9,5.131611824,2.152264003,49.15310868,1.61,10519.73939
64,Tunisia,TUN,2016TUN,4,11303.942,76.1,4.521453381,2.15384163,44.99366706,1.6,10524.99351
88,Tunisia,TUN,2017TUN,4,11433.438,76.3,4.124342918,2.15357032,42.36673266,1.6,10605.25721
60,Tunisia,TUN,2018TUN,4,11565.203,76.5,4.741132259,2.139239539,46.7022545,1.57,10763.78558
81,Tunisia,TUN,2019TUN,4,11694.7,76.7,4.32,2.12,43.9,1.56,10756
43,Tunisia,TUN,2020TUN,4,11818.6,76.1,4.73,1.93,47.4,1.55,..
58,Turkey,TUR,2015TUR,4,78529.413,76.5,5.514465332,3.281165573,46.16614895,1.61,26041.52835
62,Turkey,TUR,2016TUR,4,79827.868,76.9,5.326221943,3.301411187,45.1192084,1.6,26471.28695
59,Turkey,TUR,2017TUR,4,81116.451,77.2,5.607262135,3.509141363,46.0748894,1.6,28007.97483
85,Turkey,TUR,2018TUR,4,82340.09,77.4,5.185689449,3.561371915,43.24802024,1.57,28410.11313
102,Turkey,TUR,2019TUR,4,83429.6,77.7,4.87,3.61,41.3,1.56,28289
71,Turkey,TUR,2020TUR,4,84339.1,77.4,4.86,3.43,41.7,1.55,..
124,Turkmenistan,TKM,2015TKM,7,5565.283,67.7,5.791460037,5.399333895,34.19830863,1.61,12993.52247
120,Turkmenistan,TKM,2016TKM,7,5662.371,67.8,5.887051582,5.262398327,35.04876278,1.6,13562.52608
137,Turkmenistan,TKM,2017TKM,7,5757.667,68,5.229148865,5.224274446,32.28019195,1.6,14205.02158
144,Turkmenistan,TKM,2018TKM,7,5850.902,68.1,4.620601654,5.300352632,29.25145523,1.57,14845.32943
141,Turkmenistan,TKM,2019TKM,7,5942.1,68.2,5.47,5.36,33.0,1.56,..
,Turkmenistan,TKM,2020TKM,7,6031.2,,,5.16,,1.55,..
100,Uganda,UGA,2015UGA,5,38225.447,61.4,4.237686634,1.075465705,38.30611876,1.61,2054.090126
100,Uganda,UGA,2016UGA,5,39649.173,62,4.233261108,1.059253532,38.76208933,1.6,2075.098911
119,Uganda,UGA,2017UGA,5,41166.588,62.5,4.000516891,1.042912858,37.69692522,1.6,2074.860241
104,Uganda,UGA,2018UGA,5,42729.032,63,4.321714878,1.013246863,40.1912495,1.57,2122.260513
76,Uganda,UGA,2019UGA,5,44269.6,63.4,4.95,0.99,44.8,1.56,2187
,Uganda,UGA,2020UGA,5,45741.0,,4.64,0.94,,1.55,..
104,Ukraine,UKR,2015UKR,7,44921.636,71.5,3.964542866,2.278177551,37.73761847,1.61,11237.07446
112,Ukraine,UKR,2016UKR,7,44713.708,71.7,4.028690338,2.785184675,36.11445679,1.6,11534.638
111,Ukraine,UKR,2017UKR,7,44487.708,71.8,4.311067104,2.659172545,38.42360354,1.6,11871.12362
101,Ukraine,UKR,2018UKR,7,44246.158,72,4.661909103,2.670289599,40.52097817,1.57,12338.0028
103,Ukraine,UKR,2019UKR,7,43993.6,72.1,4.70,2.64,40.9,1.56,12810
58,Ukraine,UKR,2020UKR,7,43733.8,71.8,5.27,2.56,44.6,1.55,..
131,United Arab Emirates,ARE,2015ARE,4,9262.896,77.3,6.568397522,9.535821061,32.35232144,1.61,65218.79227
121,United Arab Emirates,ARE,2016ARE,4,9360.975,77.5,6.83095026,8.81626146,34.98120005,1.6,66510.86746
129,United Arab Emirates,ARE,2017ARE,4,9487.206,77.6,7.039419651,8.945830316,35.55711198,1.6,67183.62656
134,United Arab Emirates,ARE,2018ARE,4,9630.966,77.8,6.603743553,8.922794684,33.85940322,1.57,66968.26985
135,United Arab Emirates,ARE,2019ARE,4,9770.5,78.0,6.71,8.94,34.3,1.56,67119
84,United Arab Emirates,ARE,2020ARE,4,9890.4,77.8,6.46,7.88,35.6,1.55,..
32,United Kingdom,GBR,2015GBR,3,65860.149,81.1,6.515445232,4.543905349,49.39438329,1.61,44893.73978
23,United Kingdom,GBR,2016GBR,3,66297.944,81.1,6.8242836,4.32868698,52.14458882,1.6,45409.41756
17,United Kingdom,GBR,2017GBR,3,66727.463,81.2,7.103273392,4.200775572,54.51330242,1.6,45955.32701
12,United Kingdom,GBR,2018GBR,3,67141.678,81.2,7.233445168,4.07478172,55.74683502,1.57,46290.12272
14,United Kingdom,GBR,2019GBR,3,67530.2,81.3,7.16,3.95,56.0,1.56,46703
7,United Kingdom,GBR,2020GBR,3,67886.0,80.2,6.80,3.35,56.1,1.55,..
105,United States of America,USA,2015USA,2,320878.312,78.9,6.863946915,8.068903862,37.71290626,1.61,58509.58354
108,United States of America,USA,2016USA,2,323015.992,78.9,6.803599834,8.166101256,37.15926754,1.6,59043.21146
115,United States of America,USA,2017USA,2,325084.758,78.9,6.9917593,8.036161443,38.29597972,1.6,60062.22231
120,United States of America,USA,2018USA,2,327096.263,78.9,6.882684708,8.150143184,37.3934735,1.57,61498.36983
122,United States of America,USA,2019USA,2,329064.9,78.9,6.94,8.21,37.4,1.56,62530
76,United States of America,USA,2020USA,2,331002.6,77.4,7.03,7.20,39.7,1.55,..
,Uruguay,URY,2015URY,1,3412.013,77.4,6.628080368,,,1.61,20588.39312
,Uruguay,URY,2016URY,1,3424.139,77.5,6.171485424,,,1.6,20862.17131
11,Uruguay,URY,2017URY,1,3436.645,77.6,6.336009979,2.58218,56.04577268,1.6,21324.846
11,Uruguay,URY,2018URY,1,3449.29,77.8,6.371714592,2.600654213,56.1202047,1.57,21590.83348
10,Uruguay,URY,2019URY,1,3461.7,77.9,6.60,2.62,57.5,1.56,21561
4,Uruguay,URY,2020URY,1,3473.7,77.9,6.31,2.37,57.1,1.55,..
20,Uzbekistan,UZB,2015UZB,7,30929.556,70.9,5.972364426,1.983254491,51.94984692,1.61,6086.715742
28,Uzbekistan,UZB,2016UZB,7,31441.753,71.2,5.892539024,2.068162203,51.08585014,1.6,6346.334778
15,Uzbekistan,UZB,2017UZB,7,31959.774,71.4,6.421447754,1.995011429,55.20577972,1.6,6518.804687
19,Uzbekistan,UZB,2018UZB,7,32476.232,71.6,6.205460072,1.955702187,53.99254102,1.57,6755.480974
24,Uzbekistan,UZB,2019UZB,7,32981.7,71.7,6.15,1.88,54.1,1.56,6999
,Uzbekistan,UZB,2020UZB,7,33469.2,71.7,,1.83,,1.55,..
,Vanuatu,VUT,2015VUT,8,271.128,69.9,6.631873439,,,1.61,3037.784742
,Vanuatu,VUT,2016VUT,8,278.326,70,6.712810158,,,1.6,3061.78724
4,Vanuatu,VUT,2017VUT,8,285.499,70.2,6.793746878,1.63855,59.10720478,1.6,3116.645194
4,Vanuatu,VUT,2018VUT,8,292.675,70.3,6.874683597,1.624379041,59.63471472,1.57,3128.469953
2,Vanuatu,VUT,2019VUT,8,299.9,70.5,6.96,1.62,60.4,1.56,3153
,Vanuatu,VUT,2020VUT,8,307.2,,7.04,1.58,,1.55,..
61,Venezuela,VEN,2015VEN,1,30081.827,72.6,5.568800449,2.838176968,45.93564945,1.61,..
106,Venezuela,VEN,2016VEN,1,29851.249,72.4,4.041114807,2.474575191,37.88709688,1.6,..
66,Venezuela,VEN,2017VEN,1,29402.48,72.2,5.070750713,2.282610075,45.28177224,1.6,..
62,Venezuela,VEN,2018VEN,1,28887.117,72.1,5.005663395,1.92698938,46.52875272,1.57,..
46,Venezuela,VEN,2019VEN,1,28515.8,72.1,5.08,1.59,48.9,1.56,..
45,Venezuela,VEN,2020VEN,1,28435.9,72.0,4.57,1.29,47.1,1.55,..
41,Vietnam,VNM,2015VNM,8,92677.082,75.1,5.076315403,2.121977798,48.35691874,1.61,6438.260271
49,Vietnam,VNM,2016VNM,8,93640.435,75.2,5.062267303,2.193571431,47.87010449,1.6,6767.902495
45,Vietnam,VNM,2017VNM,8,94600.643,75.2,5.175278664,2.242731901,48.36464959,1.6,7155.745829
49,Vietnam,VNM,2018VNM,8,95545.959,75.3,5.295547009,2.396014334,48.213858,1.57,7586.384939
48,Vietnam,VNM,2019VNM,8,96462.1,75.4,5.47,2.56,48.4,1.56,8041
,Vietnam,VNM,2020VNM,8,97338.6,,,,,1.55,..
119,Yemen,YEM,2015YEM,4,26497.881,66.1,2.982673883,0.708112521,34.866719,1.61,..
88,Yemen,YEM,2016YEM,4,27168.21,66.1,3.825630903,0.641415903,41.33043295,1.6,..
123,Yemen,YEM,2017YEM,4,27834.811,66.1,3.253560066,0.610368755,37.30334959,1.6,..
124,Yemen,YEM,2018YEM,4,28498.683,66.1,3.057513952,0.560899554,35.98012352,1.57,..
77,Yemen,YEM,2019YEM,4,29161.9,66.1,4.20,0.52,44.6,1.56,..
,Yemen,YEM,2020YEM,4,29826.0,66.0,,,,1.55,..
78,Zambia,ZMB,2015ZMB,5,15879.37,61.7,4.843164444,0.932807649,43.26301794,1.61,3443.555206
93,Zambia,ZMB,2016ZMB,5,16363.449,62.5,4.347543716,0.962652967,40.40789981,1.6,3467.875156
117,Zambia,ZMB,2017ZMB,5,16853.608,63,3.932777405,0.968201247,37.99429004,1.6,3485.005238
113,Zambia,ZMB,2018ZMB,5,17351.714,63.5,4.041488171,0.958663558,38.99215665,1.57,3521.520144
134,Zambia,ZMB,2019ZMB,5,17861.0,63.9,3.31,0.93,34.4,1.56,3470
53,Zambia,ZMB,2020ZMB,5,18384.0,64.2,4.84,0.89,45.2,1.55,..
125,Zimbabwe,ZWE,2015ZWE,5,13814.642,59.5,3.70319128,1.059412767,33.6325062,1.61,2958.209004
124,Zimbabwe,ZWE,2016ZWE,5,14030.338,60.3,3.7354002,1.033343054,34.4686362,1.6,2934.73365
132,Zimbabwe,ZWE,2017ZWE,5,14236.599,60.8,3.63830018,1.030194843,34.21260457,1.6,3028.245976
133,Zimbabwe,ZWE,2018ZWE,5,14438.812,61.2,3.616479874,1.023807575,34.24830484,1.57,3130.029501
148,Zimbabwe,ZWE,2019ZWE,5,14645.5,61.5,2.69,0.98,28.6,1.56,2836
88,Zimbabwe,ZWE,2020ZWE,5,14862.9,61.7,3.16,0.93,32.0,1.55,..
,,,,,,,,,,,
,,,,,,,,,,,
